id_pedido,data_pedido,ano,mes,nome_mes,segmento,regiao,estado,cidade,categoria,subcategoria,nome_produto,modo_envio,dias_entrega,vendas,quantidade,desconto,lucro,margem_lucro
CA-2017-145142,2017-01-23,2017,1,Jan,Corporativo,Central,Michigan,Detroit,Móveis,Mesas,Balt Solid Wood Rectangular Table,Primeira Classe,2,210.98,2,0.0,21.098,10.0
US-2016-139486,2016-05-21,2016,5,May,Consumidor,Oeste,California,Los Angeles,Tecnologia,Telefones,Motorola HK250 Universal Bluetooth Headset,Primeira Classe,2,55.176,3,0.2,-12.4146,-22.5
US-2016-139486,2016-05-21,2016,5,May,Consumidor,Oeste,California,Los Angeles,Tecnologia,Acessórios,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Primeira Classe,2,66.26,2,0.0,27.1666,41.0
CA-2015-158792,2015-12-26,2015,12,Dec,Consumidor,Leste,Massachusetts,Lawrence,Papelaria,Grampos,Staples,Padrão,7,22.2,5,0.0,10.434,47.0
CA-2017-113558,2017-10-21,2017,10,Oct,Home Office,Sul,Florida,Lakeland,Móveis,Cadeiras,Global Commerce Series High-Back Swivel/Tilt Chairs,Padrão,5,683.952,3,0.2,42.747,6.25
CA-2017-113558,2017-10-21,2017,10,Oct,Home Office,Sul,Florida,Lakeland,Móveis,Mobiliário,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Padrão,5,45.696,3,0.2,5.1408,11.25
US-2015-138303,2015-09-03,2015,9,Sep,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Armazenamento,Eldon Gobal File Keepers,Padrão,4,36.336,3,0.2,-7.2672,-20.0
US-2015-138303,2015-09-03,2015,9,Sep,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Suprimentos,Martin Yale Chadless Opener Electric Letter Opener,Padrão,4,666.248,1,0.2,-149.9058,-22.5
US-2015-138303,2015-09-03,2015,9,Sep,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Padrão,4,52.512,6,0.2,19.692,37.5
CA-2015-102848,2015-11-07,2015,11,Nov,Corporativo,Oeste,California,Los Angeles,Móveis,Cadeiras,Safco Contoured Stacking Chairs,Segunda Classe,2,190.72,1,0.2,11.92,6.25
US-2017-129441,2017-09-07,2017,9,Sep,Consumidor,Oeste,California,Los Angeles,Móveis,Mobiliário,Tenex Chairmats For Use With Carpeted Floors,Padrão,4,47.94,3,0.0,2.397,5.0
CA-2016-168753,2016-05-29,2016,5,May,Consumidor,Sul,Alabama,Montgomery,Tecnologia,Telefones,Panasonic KX-TG9471B,Segunda Classe,3,979.95,5,0.0,274.386,28.0
CA-2016-168753,2016-05-29,2016,5,May,Consumidor,Sul,Alabama,Montgomery,Papelaria,Fichários,Presstex Flexible Ring Binders,Segunda Classe,3,22.75,5,0.0,11.375,50.0
CA-2016-126613,2016-07-10,2016,7,Jul,Consumidor,Oeste,Arizona,Mesa,Papelaria,Armazenamento,Sterilite Officeware Hinged File Box,Padrão,6,16.768,2,0.2,1.4672,8.75
US-2017-122637,2017-09-03,2017,9,Sep,Consumidor,Central,Illinois,Chicago,Papelaria,Fichários,"Premier Elliptical Ring Binder, Black",Segunda Classe,5,42.616,7,0.8,-68.1856,-160.0
CA-2015-147851,2015-12-03,2015,12,Dec,Home Office,Leste,New York,New York City,Papelaria,Fichários,Cardinal Poly Pocket Divider Pockets for Ring Binders,Padrão,5,10.752,4,0.2,3.36,31.25
CA-2015-134894,2015-12-07,2015,12,Dec,Consumidor,Sul,Kentucky,Henderson,Papelaria,Eletrodomésticos,Eureka The Boss Cordless Rechargeable Stick Vac,Padrão,4,152.94,3,0.0,41.2938,27.0
CA-2015-134894,2015-12-07,2015,12,Dec,Consumidor,Sul,Kentucky,Henderson,Móveis,Cadeiras,"Situations Contoured Folding Chairs, 4/Set",Padrão,4,283.92,4,0.0,70.98,25.0
CA-2014-140795,2014-02-01,2014,2,Feb,Consumidor,Central,Wisconsin,Green Bay,Tecnologia,Acessórios,Enermax Aurora Lite Keyboard,Primeira Classe,2,468.9,6,0.0,206.316,44.0
CA-2016-136924,2016-07-14,2016,7,Jul,Corporativo,Oeste,Arizona,Tucson,Tecnologia,Telefones,LG Electronics Tone+ HBS-730 Bluetooth Headset,Primeira Classe,3,380.864,8,0.2,38.0864,10.0
US-2015-120161,2015-12-18,2015,12,Dec,Consumidor,Leste,Ohio,Springfield,Papelaria,Armazenamento,Fellowes Officeware Wire Shelving,Padrão,5,646.776,9,0.2,-145.5246,-22.5
CA-2014-103849,2014-05-11,2014,5,May,Consumidor,Central,Texas,Fort Worth,Tecnologia,Acessórios,SanDisk Cruzer 64 GB USB Flash Drive,Padrão,5,58.112,2,0.2,7.264,12.5
CA-2014-103849,2014-05-11,2014,5,May,Consumidor,Central,Texas,Fort Worth,Tecnologia,Telefones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Padrão,5,100.792,1,0.2,6.2995,6.25
CA-2014-103849,2014-05-11,2014,5,May,Consumidor,Central,Texas,Fort Worth,Móveis,Mobiliário,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Padrão,5,66.112,4,0.6,-84.2928,-127.5
CA-2017-162929,2017-11-19,2017,11,Nov,Home Office,Leste,New York,New York City,Papelaria,Fichários,Avery Printable Repositionable Plastic Tabs,Primeira Classe,3,41.28,6,0.2,13.932,33.75
CA-2017-162929,2017-11-19,2017,11,Nov,Home Office,Leste,New York,New York City,Papelaria,Papel,Xerox 1898,Primeira Classe,3,13.36,2,0.0,6.4128,48.0
CA-2015-113173,2015-11-15,2015,11,Nov,Corporativo,Central,Illinois,Chicago,Papelaria,Armazenamento,Home/Office Personal File Carts,Segunda Classe,2,250.272,9,0.2,15.642,6.25
CA-2015-113173,2015-11-15,2015,11,Nov,Corporativo,Central,Illinois,Chicago,Papelaria,Fichários,Flexible Leather- Look Classic Collection Ring Binder,Segunda Classe,2,11.364,3,0.8,-17.046,-150.0
CA-2015-113173,2015-11-15,2015,11,Nov,Corporativo,Central,Illinois,Chicago,Papelaria,Suprimentos,Staple remover,Segunda Classe,2,8.72,5,0.2,-1.744,-20.0
CA-2016-136406,2016-04-15,2016,4,Apr,Consumidor,Oeste,California,San Francisco,Móveis,Cadeiras,HON 5400 Series Task Chairs for Big and Tall,Segunda Classe,2,1121.568,2,0.2,0.0,0.0
CA-2017-112774,2017-09-11,2017,9,Sep,Consumidor,Sul,Florida,Jacksonville,Móveis,Mobiliário,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Primeira Classe,1,34.504,1,0.2,6.0382,17.5
CA-2017-101945,2017-11-24,2017,11,Nov,Consumidor,Central,Texas,Houston,Papelaria,Grampos,Advantus T-Pin Paper Clips,Padrão,4,10.824,3,0.2,2.5707,23.75
CA-2017-100650,2017-06-29,2017,6,Jun,Corporativo,Oeste,California,Anaheim,Papelaria,Armazenamento,Tennsco 16-Compartment Lockers with Coat Rack,Segunda Classe,4,1295.78,2,0.0,310.9872,24.0
CA-2014-155852,2014-03-03,2014,3,Mar,Consumidor,Sul,North Carolina,Wilmington,Papelaria,Arte,Zebra Zazzle Fluorescent Highlighters,Segunda Classe,4,19.456,4,0.2,3.4048,17.5
CA-2016-113243,2016-06-10,2016,6,Jun,Consumidor,Oeste,California,Los Angeles,Papelaria,Etiquetas,Avery 473,Padrão,5,20.7,2,0.0,9.936,48.0
CA-2016-113243,2016-06-10,2016,6,Jun,Consumidor,Oeste,California,Los Angeles,Móveis,Mesas,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Padrão,5,1335.68,4,0.2,-217.048,-16.25
CA-2016-113243,2016-06-10,2016,6,Jun,Consumidor,Oeste,California,Los Angeles,Papelaria,Papel,Xerox 226,Padrão,5,32.4,5,0.0,15.552,48.0
CA-2017-118731,2017-11-20,2017,11,Nov,Consumidor,Oeste,California,San Francisco,Móveis,Mobiliário,Coloredge Poster Frame,Segunda Classe,2,42.6,3,0.0,16.614,39.0
CA-2017-118731,2017-11-20,2017,11,Nov,Consumidor,Oeste,California,San Francisco,Papelaria,Fichários,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Segunda Classe,2,84.056,7,0.2,27.3182,32.5
CA-2014-145576,2014-09-14,2014,9,Sep,Consumidor,Sul,Florida,Tampa,Papelaria,Eletrodomésticos,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Segunda Classe,4,13.0,5,0.2,1.3,10.0
CA-2014-145576,2014-09-14,2014,9,Sep,Consumidor,Sul,Florida,Tampa,Móveis,Mobiliário,Advantus Panel Wall Acrylic Frame,Segunda Classe,4,13.128,3,0.2,3.7743,28.75
CA-2015-130736,2015-12-07,2015,12,Dec,Consumidor,Oeste,Washington,Seattle,Papelaria,Grampos,"Alliance Big Bands Rubber Bands, 12/Pack",Primeira Classe,2,3.96,2,0.0,0.0,0.0
CA-2015-130736,2015-12-07,2015,12,Dec,Consumidor,Oeste,Washington,Seattle,Papelaria,Etiquetas,Avery 509,Primeira Classe,2,2.61,1,0.0,1.2006,46.0
CA-2017-137099,2017-12-07,2017,12,Dec,Consumidor,Oeste,California,Los Angeles,Tecnologia,Telefones,Cisco SPA301,Primeira Classe,3,374.376,3,0.2,46.797,12.5
CA-2017-156951,2017-10-01,2017,10,Oct,Corporativo,Oeste,Washington,Seattle,Papelaria,Papel,Personal Creations Ink Jet Cards and Labels,Padrão,7,91.84,8,0.0,45.0016,49.0
CA-2017-156951,2017-10-01,2017,10,Oct,Corporativo,Oeste,Washington,Seattle,Papelaria,Fichários,"GBC White Gloss Covers, Plain Front",Padrão,7,81.088,7,0.2,27.3672,33.75
CA-2017-156951,2017-10-01,2017,10,Oct,Corporativo,Oeste,Washington,Seattle,Papelaria,Papel,Xerox 222,Padrão,7,19.44,3,0.0,9.3312,48.0
CA-2017-156951,2017-10-01,2017,10,Oct,Corporativo,Oeste,Washington,Seattle,Móveis,Cadeiras,Hon Every-Day Series Multi-Task Chairs,Padrão,7,451.152,3,0.2,0.0,0.0
CA-2017-164826,2017-12-28,2017,12,Dec,Consumidor,Leste,New York,New York City,Papelaria,Etiquetas,Avery 473,Padrão,7,72.45,7,0.0,34.776,48.0
CA-2017-164826,2017-12-28,2017,12,Dec,Consumidor,Leste,New York,New York City,Papelaria,Grampos,OIC Bulk Pack Metal Binder Clips,Padrão,7,13.96,4,0.0,6.4216,46.0
CA-2017-164826,2017-12-28,2017,12,Dec,Consumidor,Leste,New York,New York City,Papelaria,Fichários,Storex Dura Pro Binders,Padrão,7,33.264,7,0.2,11.2266,33.75
CA-2017-164826,2017-12-28,2017,12,Dec,Consumidor,Leste,New York,New York City,Tecnologia,Telefones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Padrão,7,14.85,3,0.0,4.0095,27.0
CA-2016-127250,2016-11-03,2016,11,Nov,Consumidor,Oeste,Washington,Marysville,Papelaria,Arte,Newell 332,Padrão,4,8.82,3,0.0,2.3814,27.0
CA-2015-149713,2015-09-18,2015,9,Sep,Consumidor,Oeste,California,Long Beach,Papelaria,Papel,Personal Creations Ink Jet Cards and Labels,Segunda Classe,4,160.72,14,0.0,78.7528,49.0
CA-2015-149713,2015-09-18,2015,9,Sep,Consumidor,Oeste,California,Long Beach,Papelaria,Papel,Rediform S.O.S. Phone Message Books,Segunda Classe,4,19.92,4,0.0,9.7608,49.0
CA-2015-149713,2015-09-18,2015,9,Sep,Consumidor,Oeste,California,Long Beach,Papelaria,Suprimentos,Acme Value Line Scissors,Segunda Classe,4,7.3,2,0.0,2.19,30.0
CA-2017-118640,2017-07-20,2017,7,Jul,Consumidor,Central,Illinois,Chicago,Papelaria,Armazenamento,"Trav-L-File Heavy-Duty Shuttle II, Black",Padrão,6,69.712,2,0.2,8.714,12.5
CA-2017-118640,2017-07-20,2017,7,Jul,Consumidor,Central,Illinois,Chicago,Móveis,Mobiliário,"Contract Clock, 14"", Brown",Padrão,6,8.792,1,0.6,-5.7148,-65.0
CA-2015-132906,2015-09-10,2015,9,Sep,Consumidor,Oeste,California,Los Angeles,Papelaria,Suprimentos,Martin-Yale Premier Letter Opener,Padrão,4,51.52,4,0.0,1.5456,3.0
CA-2017-145233,2017-12-01,2017,12,Dec,Consumidor,Oeste,Colorado,Denver,Tecnologia,Telefones,GE 30524EE4,Padrão,4,470.376,3,0.2,52.9173,11.25
CA-2017-145233,2017-12-01,2017,12,Dec,Consumidor,Oeste,Colorado,Denver,Tecnologia,Telefones,AT&T SB67148 SynJ,Padrão,4,105.584,2,0.2,9.2386,8.75
CA-2017-145233,2017-12-01,2017,12,Dec,Consumidor,Oeste,Colorado,Denver,Papelaria,Eletrodomésticos,Fellowes Basic Home/Office Series Surge Protectors,Padrão,4,31.152,3,0.2,3.5046,11.25
CA-2017-145233,2017-12-01,2017,12,Dec,Consumidor,Oeste,Colorado,Denver,Papelaria,Fichários,Recycled Pressboard Report Cover with Reinforced Top Hinge,Padrão,4,6.783,7,0.7,-4.7481,-70.0
CA-2017-145233,2017-12-01,2017,12,Dec,Consumidor,Oeste,Colorado,Denver,Tecnologia,Telefones,Jabra BIZ 2300 Duo QD Duo Corded Headset,Padrão,4,406.368,4,0.2,30.4776,7.5
CA-2015-128139,2015-07-03,2015,7,Jul,Consumidor,Sul,Kentucky,Richmond,Móveis,Cadeiras,Novimex High-Tech Fabric Mesh Task Chair,Padrão,6,70.98,1,0.0,4.9686,7.0
CA-2015-128139,2015-07-03,2015,7,Jul,Consumidor,Sul,Kentucky,Richmond,Papelaria,Etiquetas,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Padrão,6,294.93,3,0.0,144.5157,49.0
US-2016-156986,2016-03-20,2016,3,Mar,Consumidor,Oeste,Oregon,Salem,Tecnologia,Telefones,i.Sound Portable Power - 8000 mAh,Padrão,4,84.784,2,0.2,-20.1362,-23.75
US-2016-156986,2016-03-20,2016,3,Mar,Consumidor,Oeste,Oregon,Salem,Papelaria,Papel,Xerox 225,Padrão,4,20.736,4,0.2,7.2576,35.0
US-2016-156986,2016-03-20,2016,3,Mar,Consumidor,Oeste,Oregon,Salem,Papelaria,Fichários,Clear Mylar Reinforcing Strips,Padrão,4,16.821,3,0.7,-12.8961,-76.67
US-2016-156986,2016-03-20,2016,3,Mar,Consumidor,Oeste,Oregon,Salem,Papelaria,Papel,Xerox 1894,Padrão,4,10.368,2,0.2,3.6288,35.0
CA-2014-135405,2014-01-09,2014,1,Jan,Consumidor,Central,Texas,Laredo,Papelaria,Arte,Newell 312,Padrão,4,9.344,2,0.2,1.168,12.5
CA-2014-135405,2014-01-09,2014,1,Jan,Consumidor,Central,Texas,Laredo,Tecnologia,Acessórios,Memorex Micro Travel Drive 8 GB,Padrão,4,31.2,3,0.2,9.75,31.25
CA-2014-131450,2014-08-08,2014,8,Aug,Consumidor,Oeste,California,San Diego,Papelaria,Eletrodomésticos,Fellowes Superior 10 Outlet Split Surge Protector,Padrão,7,76.12,2,0.0,22.0748,29.0
CA-2014-131450,2014-08-08,2014,8,Aug,Consumidor,Oeste,California,San Diego,Tecnologia,Copiadoras,Sharp AL-1530CS Digital Copier,Padrão,7,1199.976,3,0.2,434.9913,36.25
CA-2014-131450,2014-08-08,2014,8,Aug,Consumidor,Oeste,California,San Diego,Tecnologia,Telefones,AT&T 1070 Corded Phone,Padrão,7,445.96,5,0.2,55.745,12.5
CA-2014-131450,2014-08-08,2014,8,Aug,Consumidor,Oeste,California,San Diego,Móveis,Mobiliário,Dana Halogen Swing-Arm Architect Lamp,Padrão,7,327.76,8,0.0,91.7728,28.0
CA-2016-120180,2016-07-14,2016,7,Jul,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Suprimentos,Acme Stainless Steel Office Snips,Primeira Classe,2,11.632,2,0.2,1.0178,8.75
US-2016-100720,2016-07-16,2016,7,Jul,Consumidor,Leste,Pennsylvania,Philadelphia,Tecnologia,Telefones,Mophie Juice Pack Helium for iPhone,Padrão,5,143.982,3,0.4,-28.7964,-20.0
US-2016-100720,2016-07-16,2016,7,Jul,Consumidor,Leste,Pennsylvania,Philadelphia,Tecnologia,Telefones,GE 2-Jack Phone Line Splitter,Padrão,5,494.376,4,0.4,-115.3544,-23.33
US-2016-100720,2016-07-16,2016,7,Jul,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Suprimentos,Acme Value Line Scissors,Padrão,5,5.84,2,0.2,0.73,12.5
CA-2014-149958,2014-03-15,2014,3,Mar,Consumidor,Sul,Florida,Tampa,Papelaria,Armazenamento,"Hot File 7-Pocket, Floor Stand",Padrão,4,142.776,1,0.2,17.847,12.5
CA-2014-149958,2014-03-15,2014,3,Mar,Consumidor,Sul,Florida,Tampa,Móveis,Mobiliário,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Padrão,4,45.696,3,0.2,5.1408,11.25
CA-2014-149958,2014-03-15,2014,3,Mar,Consumidor,Sul,Florida,Tampa,Papelaria,Fichários,Insertable Tab Post Binder Dividers,Padrão,4,7.218,3,0.7,-5.5338,-76.67
CA-2014-149958,2014-03-15,2014,3,Mar,Consumidor,Sul,Florida,Tampa,Papelaria,Fichários,GBC VeloBinder Manual Binding System,Padrão,4,43.188,4,0.7,-31.6712,-73.33
CA-2014-149958,2014-03-15,2014,3,Mar,Consumidor,Sul,Florida,Tampa,Papelaria,Papel,Xerox 1889,Padrão,4,131.904,3,0.2,47.8152,36.25
US-2014-105767,2014-05-23,2014,5,May,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Fichários,Angle-D Ring Binders,Padrão,4,3.282,2,0.7,-2.6256,-80.0
US-2014-105767,2014-05-23,2014,5,May,Consumidor,Leste,Pennsylvania,Philadelphia,Papelaria,Arte,Newell 317,Padrão,4,21.168,9,0.2,2.3814,11.25
US-2014-105767,2014-05-23,2014,5,May,Consumidor,Leste,Pennsylvania,Philadelphia,Tecnologia,Telefones,Motorola L804,Padrão,4,55.188,2,0.4,-10.1178,-18.33
CA-2016-161816,2016-04-28,2016,4,Apr,Corporativo,Central,Texas,Dallas,Tecnologia,Telefones,Nortel Meridian M3904 Professional Digital phone,Primeira Classe,3,369.576,3,0.2,41.5773,11.25
CA-2016-161816,2016-04-28,2016,4,Apr,Corporativo,Central,Texas,Dallas,Papelaria,Etiquetas,Avery 493,Primeira Classe,3,15.712,4,0.2,5.6956,36.25
CA-2016-121223,2016-09-11,2016,9,Sep,Corporativo,Leste,Pennsylvania,Philadelphia,Papelaria,Papel,Xerox 1972,Segunda Classe,2,8.448,2,0.2,2.64,31.25
CA-2016-121223,2016-09-11,2016,9,Sep,Corporativo,Leste,Pennsylvania,Philadelphia,Tecnologia,Telefones,Cisco 8x8 Inc. 6753i IP Business Phone System,Segunda Classe,2,728.946,9,0.4,-157.9383,-21.67
CA-2017-138611,2017-11-14,2017,11,Nov,Consumidor,Leste,Ohio,Grove City,Tecnologia,Telefones,PureGear Roll-On Screen Protector,Segunda Classe,3,119.94,10,0.4,15.992,13.33
CA-2017-138611,2017-11-14,2017,11,Nov,Consumidor,Leste,Ohio,Grove City,Papelaria,Fichários,Prestige Round Ring Binders,Segunda Classe,3,3.648,2,0.7,-2.7968,-76.67
CA-2017-117947,2017-08-18,2017,8,Aug,Corporativo,Leste,New York,New York City,Móveis,Mobiliário,"DAX Metal Frame, Desktop, Stepped-Edge",Segunda Classe,5,40.48,2,0.0,15.7872,39.0
CA-2017-117947,2017-08-18,2017,8,Aug,Corporativo,Leste,New York,New York City,Móveis,Mobiliário,"DAX Value U-Channel Document Frames, Easel Back",Segunda Classe,5,9.94,2,0.0,3.0814,31.0
CA-2017-117947,2017-08-18,2017,8,Aug,Corporativo,Leste,New York,New York City,Papelaria,Fichários,Recycled Easel Ring Binders,Segunda Classe,5,107.424,9,0.2,33.57,31.25
CA-2017-117947,2017-08-18,2017,8,Aug,Corporativo,Leste,New York,New York City,Tecnologia,Telefones,Grandstream GXP1160 VoIP phone,Segunda Classe,5,37.91,1,0.0,10.9939,29.0
CA-2017-117947,2017-08-18,2017,8,Aug,Corporativo,Leste,New York,New York City,Móveis,Mobiliário,"Seth Thomas 14"" Putty-Colored Wall Clock",Segunda Classe,5,88.02,3,0.0,27.2862,31.0
US-2014-111171,2014-12-26,2014,12,Dec,Consumidor,Central,Illinois,Chicago,Papelaria,Fichários,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Padrão,5,8.69,5,0.8,-14.773,-170.0
CA-2015-138009,2015-11-29,2015,11,Nov,Corporativo,Central,Michigan,Dearborn,Móveis,Cadeiras,"Global Manager's Adjustable Task Chair, Storm",Padrão,4,301.96,2,0.0,87.5684,29.0
CA-2015-138009,2015-11-29,2015,11,Nov,Corporativo,Central,Michigan,Dearborn,Papelaria,Eletrodomésticos,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Padrão,4,555.21,5,0.1,178.901,32.22
CA-2015-138009,2015-11-29,2015,11,Nov,Corporativo,Central,Michigan,Dearborn,Papelaria,Armazenamento,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Padrão,4,523.48,4,0.0,130.87,25.0
CA-2015-138009,2015-11-29,2015,11,Nov,Corporativo,Central,Michigan,Dearborn,Papelaria,Arte,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Padrão,4,161.82,9,0.0,46.9278,29.0
CA-2017-163020,2017-09-15,2017,9,Sep,Home Office,Leste,New York,New York City,Móveis,Mobiliário,"Master Caster Door Stop, Brown",Padrão,4,35.56,7,0.0,12.0904,34.0
CA-2017-153787,2017-05-19,2017,5,May,Consumidor,Oeste,Washington,Seattle,Papelaria,Eletrodomésticos,Belkin Premiere Surge Master II 8-outlet surge protector,Padrão,4,97.16,2,0.0,28.1764,29.0
CA-2017-133431,2017-12-17,2017,12,Dec,Consumidor,Oeste,California,San Francisco,Papelaria,Fichários,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Padrão,4,15.24,5,0.2,5.1435,33.75
CA-2017-133431,2017-12-17,2017,12,Dec,Consumidor,Oeste,California,San Francisco,Papelaria,Papel,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Padrão,4,13.23,3,0.0,6.0858,46.0
US-2016-135720,2016-12-11,2016,12,Dec,Consumidor,Oeste,Colorado,Aurora,Papelaria,Armazenamento,Tennsco Regal Shelving Units,Segunda Classe,2,243.384,3,0.2,-51.7191,-21.25
US-2016-135720,2016-12-11,2016,12,Dec,Consumidor,Oeste,Colorado,Aurora,Tecnologia,Acessórios,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Segunda Classe,2,119.8,5,0.2,29.95,25.0
US-2016-135720,2016-12-11,2016,12,Dec,Consumidor,Oeste,Colorado,Aurora,Tecnologia,Telefones,Jabra SPEAK 410,Segunda Classe,2,300.768,4,0.2,30.0768,10.0
CA-2017-144694,2017-09-24,2017,9,Sep,Consumidor,Sul,Florida,Miami,Tecnologia,Acessórios,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Segunda Classe,2,17.88,3,0.2,2.4585,13.75
CA-2017-144694,2017-09-24,2017,9,Sep,Consumidor,Sul,Florida,Miami,Papelaria,Etiquetas,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Segunda Classe,2,235.944,3,0.2,85.5297,36.25
CA-2015-168004,2015-10-04,2015,10,Oct,Corporativo,Sul,Georgia,Warner Robins,Móveis,Cadeiras,Office Star - Mesh Screen back chair with Vinyl seat,Segunda Classe,5,392.94,3,0.0,43.2234,11.0
US-2016-123470,2016-08-15,2016,8,Aug,Consumidor,Oeste,Colorado,Aurora,Papelaria,Fichários,Premium Transparent Presentation Covers by GBC,Padrão,6,18.882,3,0.7,-13.8468,-73.33
US-2016-123470,2016-08-15,2016,8,Aug,Consumidor,Oeste,Colorado,Aurora,Papelaria,Eletrodomésticos,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Padrão,6,122.328,3,0.2,12.2328,10.0
CA-2016-115917,2016-05-20,2016,5,May,Home Office,Oeste,California,Vallejo,Móveis,Mobiliário,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Padrão,5,1049.2,5,0.0,272.792,26.0
CA-2016-115917,2016-05-20,2016,5,May,Home Office,Oeste,California,Vallejo,Papelaria,Fichários,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Padrão,5,15.424,4,0.2,5.0128,32.5
CA-2016-147067,2016-12-18,2016,12,Dec,Corporativo,Central,Minnesota,Minneapolis,Móveis,Mobiliário,Eldon 200 Class Desk Accessories,Padrão,4,18.84,3,0.0,6.0288,32.0
CA-2017-167913,2017-07-30,2017,7,Jul,Consumidor,Oeste,California,Mission Viejo,Papelaria,Armazenamento,Economy Rollaway Files,Segunda Classe,4,330.4,2,0.0,85.904,26.0
CA-2017-167913,2017-07-30,2017,7,Jul,Consumidor,Oeste,California,Mission Viejo,Papelaria,Etiquetas,Avery 480,Segunda Classe,4,26.25,7,0.0,12.6,48.0
CA-2017-106103,2017-06-10,2017,6,Jun,Consumidor,Central,Michigan,Rochester Hills,Tecnologia,Acessórios,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Padrão,5,132.52,4,0.0,54.3332,41.0
US-2017-127719,2017-07-21,2017,7,Jul,Home Office,Leste,New Jersey,Plainfield,Papelaria,Papel,Xerox 1993,Padrão,4,6.48,1,0.0,3.1752,49.0
CA-2017-126221,2017-12-30,2017,12,Dec,Home Office,Central,Indiana,Columbus,Papelaria,Eletrodomésticos,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Padrão,6,209.3,2,0.0,56.511,27.0
CA-2016-103947,2016-04-01,2016,4,Apr,Corporativo,Oeste,Arizona,Sierra Vista,Papelaria,Grampos,Staples,Padrão,7,31.56,5,0.2,9.8625,31.25
CA-2016-103947,2016-04-01,2016,4,Apr,Corporativo,Oeste,Arizona,Sierra Vista,Papelaria,Eletrodomésticos,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Padrão,7,30.144,2,0.2,3.0144,10.0
CA-2016-160745,2016-12-11,2016,12,Dec,Corporativo,Oeste,Washington,Vancouver,Móveis,Mobiliário,3M Hangers With Command Adhesive,Segunda Classe,5,14.8,4,0.0,6.068,41.0
CA-2016-160745,2016-12-11,2016,12,Dec,Corporativo,Oeste,Washington,Vancouver,Tecnologia,Telefones,AT&T TR1909W,Segunda Classe,5,302.376,3,0.2,22.6782,7.5
CA-2016-160745,2016-12-11,2016,12,Dec,Corporativo,Oeste,Washington,Vancouver,Tecnologia,Acessórios,First Data FD10 PIN Pad,Segunda Classe,5,316.0,4,0.0,31.6,10.0
CA-2016-132661,2016-10-23,2016,10,Oct,Home Office,Leste,New York,New York City,Papelaria,Papel,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Padrão,6,379.4,10,0.0,178.318,47.0
CA-2017-140844,2017-06-19,2017,6,Jun,Corporativo,Leste,New York,New York City,Papelaria,Papel,Xerox 1943,Padrão,4,97.82,2,0.0,45.9754,47.0
CA-2017-140844,2017-06-19,2017,6,Jun,Corporativo,Leste,New York,New York City,Tecnologia,Acessórios,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Padrão,4,103.12,8,0.0,10.312,10.0
CA-2016-137239,2016-08-22,2016,8,Aug,Consumidor,Leste,Ohio,Columbus,Papelaria,Eletrodomésticos,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Padrão,6,113.552,2,0.2,8.5164,7.5
